gene_id	gene_name	longest_transcript_exon_length
ENSMUSG00000117050.1	1700023B13Rik	1046
ENSMUSG00000064147.7	Rab44	4105
ENSMUSG00000067575.5	Rpl35a-ps3	333
ENSMUSG00000117291.1	Gm18271	945
ENSMUSG00000024008.16	Cpne5	7517
ENSMUSG00000117610.1	Gm50054	146
ENSMUSG00000024007.15	Ppil1	1476
ENSMUSG00000117614.1	Gm50068	1210
ENSMUSG00000052712.17	BC004004	13859
ENSMUSG00000094326.1	Gm10045	483
ENSMUSG00000024011.17	Pi16	3994
ENSMUSG00000117592.1	Gm46603	2437
ENSMUSG00000024012.18	Mtch1	2292
ENSMUSG00000024013.15	Fgd2	2776
ENSMUSG00000117575.1	Gm36486	4757
ENSMUSG00000117427.1	Gm36199	1779
ENSMUSG00000097125.2	Gm26885	3417
ENSMUSG00000024014.8	Pim1	2698
ENSMUSG00000091614.2	Gm17657	1511
ENSMUSG00000079580.9	Tmem217	1328
ENSMUSG00000042203.8	Tbc1d22b	3651
ENSMUSG00000099329.2	Gm28052	902
ENSMUSG00000089900.2	Tbc1d22bos	1349
ENSMUSG00000098764.1	Mir7667	63
ENSMUSG00000117376.1	2010106G04Rik	311
ENSMUSG00000090083.11	Rnf8	5404
ENSMUSG00000098374.1	Gm28043	6521
ENSMUSG00000117534.1	Gm20161	2504
ENSMUSG00000024019.18	Cmtr1	6380
ENSMUSG00000024018.18	Ccdc167	7117
ENSMUSG00000117434.1	1810014P07Rik	2082
ENSMUSG00000117489.1	Gm50016	464
ENSMUSG00000043557.16	Mdga1	8425
ENSMUSG00000086534.2	Gm16758	3848
ENSMUSG00000117528.1	Gm50017	631
ENSMUSG00000117639.1	Gm50018	309
ENSMUSG00000089524.1	Gm22327	108
ENSMUSG00000117371.1	Gm50019	594
ENSMUSG00000044477.12	Zfand3	3489
ENSMUSG00000117947.1	AC132481.1	880
ENSMUSG00000117974.1	AC132481.2	1316
ENSMUSG00000062202.14	Btbd9	7058
ENSMUSG00000089222.1	Gm25049	73
ENSMUSG00000117962.1	AC113540.1	414
ENSMUSG00000117835.1	AC125544.1	674
ENSMUSG00000118341.1	AC174471.1	1528
ENSMUSG00000103207.1	Gm9874	1464
ENSMUSG00000117725.1	AC165962.1	6295
ENSMUSG00000024026.13	Glo1	9865
ENSMUSG00000118053.1	AC165962.3	418
ENSMUSG00000118382.1	AC165962.4	2107
ENSMUSG00000117749.1	AC165962.2	1210
ENSMUSG00000099474.1	1700097N02Rik	845
ENSMUSG00000033826.10	Dnah8	16685
ENSMUSG00000094785.1	Gm24661	104
ENSMUSG00000117760.1	AC166166.1	487
ENSMUSG00000118205.1	AC165951.4	279
ENSMUSG00000118119.1	AC165951.2	1293
ENSMUSG00000118281.1	AC165951.5	1118
ENSMUSG00000024027.8	Glp1r	5811
ENSMUSG00000117786.1	AC165951.1	4014
ENSMUSG00000118284.1	AC165951.6	1316
ENSMUSG00000054134.14	Umodl1	5086
ENSMUSG00000092731.1	Gm24026	98
ENSMUSG00000118169.1	AC165951.3	1216
ENSMUSG00000024030.7	Abcg1	5832
ENSMUSG00000089622.1	Gm25447	128
ENSMUSG00000024029.4	Tff3	493
ENSMUSG00000024028.7	Tff2	584
ENSMUSG00000086010.8	Gm15318	1691
ENSMUSG00000024032.7	Tff1	703
ENSMUSG00000024034.13	Tmprss3	2881
ENSMUSG00000042345.15	Ubash3a	7635
ENSMUSG00000117899.1	AC154652.1	837
ENSMUSG00000024033.10	Rsph1	1191
ENSMUSG00000024036.16	Slc37a1	3990
ENSMUSG00000118295.1	AC154652.2	2938
ENSMUSG00000041119.12	Pde9a	2089
ENSMUSG00000118157.1	AC166172.6	2027
ENSMUSG00000118081.1	AC166172.5	1107
ENSMUSG00000118390.1	AC166172.7	2368
ENSMUSG00000024037.13	Wdr4	4154
ENSMUSG00000118049.1	AC166172.3	2144
ENSMUSG00000024038.17	Ndufv3	2021
ENSMUSG00000104159.1	Gm38099	3170
ENSMUSG00000117818.1	AC166172.1	2711
ENSMUSG00000013562.12	4833413E03Rik	1092
ENSMUSG00000118071.1	AC166172.4	2911
ENSMUSG00000117858.1	AC166172.2	563
ENSMUSG00000006705.13	Pknox1	4252
ENSMUSG00000093323.1	Gm24970	82
ENSMUSG00000118239.1	AC166575.1	1692
ENSMUSG00000024039.15	Cbs	6226
ENSMUSG00000118161.1	AC090881.3	882
ENSMUSG00000061613.13	U2af1	1046
ENSMUSG00000117987.1	AC090881.2	1413
ENSMUSG00000024041.10	Cryaa	1266
ENSMUSG00000117656.1	AC090881.1	626
ENSMUSG00000117355.1	Gm49999	1517
ENSMUSG00000024042.7	Sik1	4521
ENSMUSG00000117562.2	Gm50000	1071
ENSMUSG00000117879.1	AC138228.1	773
ENSMUSG00000117980.1	AC138228.2	655
ENSMUSG00000002076.12	Hsf2bp	3115
ENSMUSG00000091548.2	Gm17572	408
ENSMUSG00000088406.1	Gm25883	271
ENSMUSG00000058392.13	Rrp1b	4874
ENSMUSG00000002791.17	Pdxk-ps	2342
ENSMUSG00000097305.2	Gm17276	2786
ENSMUSG00000038146.8	Notch3	8016
ENSMUSG00000117925.1	CT033755.1	344
ENSMUSG00000037577.13	Ephx3	2416
ENSMUSG00000024002.18	Brd4	5957
ENSMUSG00000116414.2	Gm4432	345
ENSMUSG00000097217.2	Gm26549	1207
ENSMUSG00000024045.6	Akap8	4570
ENSMUSG00000002625.10	Akap8l	4381
ENSMUSG00000024050.17	Wiz	6426
ENSMUSG00000097861.1	Gm26858	2040
ENSMUSG00000084600.1	Gm22201	59
ENSMUSG00000052142.15	Rasal3	3849
ENSMUSG00000117872.1	A530088E08Rik	1805
ENSMUSG00000079563.10	Pglyrp2	2817
ENSMUSG00000061126.5	Cyp4f39	2618
ENSMUSG00000091586.2	Cyp4f17	2940
ENSMUSG00000048440.16	Cyp4f16	2242
ENSMUSG00000117366.1	Gm50036	187
ENSMUSG00000117392.1	Gm8497	1354
ENSMUSG00000117479.1	Gm50038	309
ENSMUSG00000062464.6	Cyp4f37	2652
ENSMUSG00000117459.1	Cyp4f38-ps	900
ENSMUSG00000090700.2	Cyp4f40	2210
ENSMUSG00000073424.9	Cyp4f15	2168
ENSMUSG00000117443.1	Gm50046	454
ENSMUSG00000117651.1	Gm6452	797
ENSMUSG00000117581.1	Gm17948	639
ENSMUSG00000024298.15	Zfp871	10851
ENSMUSG00000091968.1	Gm17115	885
ENSMUSG00000055202.11	Zfp811	3536
ENSMUSG00000077338.1	Gm23294	164
ENSMUSG00000088703.1	Gm25555	111
ENSMUSG00000097030.1	Gm26693	1021
ENSMUSG00000095253.4	Zfp799	6012
ENSMUSG00000117347.1	Gm18272	334
ENSMUSG00000117468.1	Gm7059	816
ENSMUSG00000117373.1	Gm18273	1702
ENSMUSG00000117654.1	Gm50050	1195
ENSMUSG00000095325.3	Zfp870	5337
ENSMUSG00000117601.1	Gm50051	438
ENSMUSG00000024292.15	Cyp4f14	2221
ENSMUSG00000024055.15	Cyp4f13	1752
ENSMUSG00000024295.9	Cyp4f41-ps	1096
ENSMUSG00000088326.1	Gm25667	275
ENSMUSG00000053600.8	Zfp472	2376
ENSMUSG00000053390.16	Zfp952	3118
ENSMUSG00000067430.7	Zfp763	3407
ENSMUSG00000023350.6	Phf8-ps	3883
ENSMUSG00000067424.13	Zfp563	6440
ENSMUSG00000048602.9	Morc2b	3857
ENSMUSG00000094891.2	Olfr55	4758
ENSMUSG00000093884.2	Olfr239	3773
ENSMUSG00000096169.3	Olfr1564	5418
ENSMUSG00000094441.2	Zfp955a	3544
ENSMUSG00000054666.7	Olfr63	7023
ENSMUSG00000096910.2	Zfp955b	5788
ENSMUSG00000091515.5	Zfp422-ps	707
ENSMUSG00000003929.11	Zfp81	6639
ENSMUSG00000055240.17	Zfp101	6095
ENSMUSG00000092519.2	Actl9	1373
ENSMUSG00000117495.1	Gm4125	256
ENSMUSG00000024299.17	Adamts10	4121
ENSMUSG00000024300.17	Myo1f	3831
ENSMUSG00000073423.10	Zfp414	1544
ENSMUSG00000092412.1	Gm20507	2860
ENSMUSG00000032739.16	Pram1	2278
ENSMUSG00000059208.15	Hnrnpm	3934
ENSMUSG00000079557.11	March2	3400
ENSMUSG00000089189.1	Gm22943	76
ENSMUSG00000077450.13	Rab11b	6109
ENSMUSG00000090952.2	Gm17251	925
ENSMUSG00000002289.16	Angptl4	3308
ENSMUSG00000092602.1	4931413I07Rik	764
ENSMUSG00000042099.16	Kank3	2652
ENSMUSG00000067288.13	Rps28	1443
ENSMUSG00000041881.13	Ndufa7	640
ENSMUSG00000002308.16	Cd320	2209
ENSMUSG00000092571.1	Gm4134	563
ENSMUSG00000115113.1	Smim40-ps	246
ENSMUSG00000079553.11	Kifc1	2357
ENSMUSG00000098621.1	Gm27740	58
ENSMUSG00000092349.1	Platr17	807
ENSMUSG00000092564.2	BC051226	978
ENSMUSG00000002307.16	Daxx	2673
ENSMUSG00000024308.15	Tapbp	2898
ENSMUSG00000051390.10	Zbtb22	2612
ENSMUSG00000101438.2	Gm19412	764
ENSMUSG00000041354.16	Rgl2	3252
ENSMUSG00000024309.15	Pfdn6	871
ENSMUSG00000117603.1	Gm50037	151
ENSMUSG00000024312.10	Wdr46	2229
ENSMUSG00000067370.4	B3galt4	1580
ENSMUSG00000008668.15	Rps18	1151
ENSMUSG00000024319.18	Vps52	3383
ENSMUSG00000084601.1	Gm23111	105
ENSMUSG00000067203.8	H2-K2	1567
ENSMUSG00000092512.2	Gm4152	276
ENSMUSG00000118084.1	CR974462.5	717
ENSMUSG00000061232.16	H2-K1	1874
ENSMUSG00000118082.1	CR974462.4	255
ENSMUSG00000024325.8	Ring1	2552
ENSMUSG00000092338.1	Gm26940	105
ENSMUSG00000065555.1	Mir219a-1	110
ENSMUSG00000105964.1	Mir219c	60
ENSMUSG00000073422.11	H2-Ke6	1293
ENSMUSG00000092595.2	Gm20427	3711
ENSMUSG00000024327.16	Slc39a7	2433
ENSMUSG00000039656.17	Rxrb	2627
ENSMUSG00000024330.17	Col11a2	6048
ENSMUSG00000092383.2	H2-Pb	514
ENSMUSG00000098197.2	BC051537	1801
ENSMUSG00000098241.2	H2-Pa	697
ENSMUSG00000024334.9	H2-Oa	1340
ENSMUSG00000117772.1	CR974462.1	397
ENSMUSG00000024335.20	Brd2	4657
ENSMUSG00000037649.10	H2-DMa	2005
ENSMUSG00000117829.1	CR974462.2	405
ENSMUSG00000118026.1	CR974462.3	650
ENSMUSG00000092246.2	Gm20493	392
ENSMUSG00000037548.15	H2-DMb2	1483
ENSMUSG00000079547.4	H2-DMb1	1404
ENSMUSG00000096727.3	Psmb9	2884
ENSMUSG00000037321.17	Tap1	3911
ENSMUSG00000024338.15	Psmb8	1907
ENSMUSG00000092550.2	Gm20496	523
ENSMUSG00000024339.12	Tap2	3442
ENSMUSG00000081512.1	Gm15821	1210
ENSMUSG00000041538.16	H2-Ob	2670
ENSMUSG00000073421.6	H2-Ab1	1212
ENSMUSG00000036594.15	H2-Aa	3223
ENSMUSG00000092415.2	Gm20513	537
ENSMUSG00000060586.11	H2-Eb1	1669
ENSMUSG00000067341.6	H2-Eb2	3392
ENSMUSG00000036322.11	H2-Ea-ps	1036
ENSMUSG00000024340.15	Btnl2	2566
ENSMUSG00000062638.11	Btnl1	2113
ENSMUSG00000082103.2	Gm15320	1307
ENSMUSG00000083522.1	Gm15321	288
ENSMUSG00000057246.16	BC051142	1899
ENSMUSG00000058435.6	Btnl4	1761
ENSMUSG00000083369.1	Gm15332	357
ENSMUSG00000073420.10	Btnl5-ps	1751
ENSMUSG00000083020.1	Gm15331	385
ENSMUSG00000092618.2	Btnl6	1751
ENSMUSG00000083441.1	Gm15329	155
ENSMUSG00000061728.5	Btnl7-ps	1763
ENSMUSG00000015468.14	Notch4	6591
ENSMUSG00000092406.1	Gm20462	408
ENSMUSG00000034786.17	Gpsm3	1343
ENSMUSG00000034673.14	Pbx2	3068
ENSMUSG00000015452.14	Ager	1876
ENSMUSG00000015478.13	Rnf5	1238
ENSMUSG00000092395.1	Gm20463	366
ENSMUSG00000034254.17	Agpat1	2190
ENSMUSG00000015467.14	Egfl8	1478
ENSMUSG00000092176.1	Gm20460	1572
ENSMUSG00000015474.16	Ppt2	1750
ENSMUSG00000015476.6	Prrt1	1940
ENSMUSG00000092525.1	Gm20461	305
ENSMUSG00000033739.8	Fkbpl	1270
ENSMUSG00000015461.15	Atf6b	2566
ENSMUSG00000033327.17	Tnxb	12533
ENSMUSG00000095142.1	Gm24389	107
ENSMUSG00000092471.1	Cyp21a2-ps	1383
ENSMUSG00000073418.4	C4b	5379
ENSMUSG00000092202.1	Stk19-ps1	517
ENSMUSG00000092543.1	Skiv2l-ps1	658
ENSMUSG00000098809.1	Gm27471	67
ENSMUSG00000092200.1	Tnxa	2975
ENSMUSG00000024365.9	Cyp21a1	2058
ENSMUSG00000015451.16	C4a	5371
ENSMUSG00000061207.11	Stk19	2031
ENSMUSG00000040482.16	Dxo	1519
ENSMUSG00000040356.16	Skiv2l	4520
ENSMUSG00000098458.1	Mir6971	63
ENSMUSG00000098460.1	Mir6970	67
ENSMUSG00000024369.16	Nelfe	1607
ENSMUSG00000090231.10	Cfb	2751
ENSMUSG00000092511.7	Gm20547	3893
ENSMUSG00000098445.1	Mir6972	64
ENSMUSG00000024371.14	C2	2641
ENSMUSG00000049823.9	Zbtb12	1858
ENSMUSG00000013787.15	Ehmt2	4026
ENSMUSG00000007034.15	Slc44a4	3055
ENSMUSG00000007038.5	Neu1	3619
ENSMUSG00000092203.7	1110038B12Rik	934
ENSMUSG00000093009.1	Snord52	66
ENSMUSG00000092687.1	Gm25744	63
ENSMUSG00000092557.1	Gm8696	385
ENSMUSG00000090877.3	Hspa1b	2803
ENSMUSG00000091971.3	Hspa1a	2967
ENSMUSG00000092609.1	Gm20481	564
ENSMUSG00000007033.4	Hspa1l	2472
ENSMUSG00000073415.4	Gm10501	2200
ENSMUSG00000007050.17	Lsm2	1586
ENSMUSG00000007029.16	Vars	4137
ENSMUSG00000007030.8	Vwa7	4313
ENSMUSG00000036185.9	Sapcd1	935
ENSMUSG00000007035.15	Msh5	2886
ENSMUSG00000096022.1	Gm23421	104
ENSMUSG00000007041.9	Clic1	1466
ENSMUSG00000007039.12	Ddah2	1342
ENSMUSG00000073414.8	Mpig6b	2252
ENSMUSG00000092586.8	Ly6g6c	962
ENSMUSG00000073413.9	Ly6g6d	690
ENSMUSG00000013766.11	Ly6g6e	1142
ENSMUSG00000034923.9	Ly6g6f	1141
ENSMUSG00000007036.15	Abhd16a	1945
ENSMUSG00000034482.2	Ly6g5c	509
ENSMUSG00000043807.6	Ly6g5b	1176
ENSMUSG00000024387.13	Csnk2b	961
ENSMUSG00000092417.3	Gpank1	1518
ENSMUSG00000092241.1	Gm20522	784
ENSMUSG00000043311.7	D17H6S53E	2142
ENSMUSG00000024391.7	Apom	1013
ENSMUSG00000024392.17	Bag6	3858
ENSMUSG00000024393.14	Prrc2a	6888
ENSMUSG00000064853.1	Gm23442	134
ENSMUSG00000090936.2	Gm17705	1555
ENSMUSG00000024397.14	Aif1	875
ENSMUSG00000086076.1	Ncr3-ps	525
ENSMUSG00000073412.6	Lst1	415
ENSMUSG00000024399.5	Ltb	1417
ENSMUSG00000098291.1	Mir6973a	78
ENSMUSG00000024401.14	Tnf	1639
ENSMUSG00000024402.5	Lta	1383
ENSMUSG00000099006.1	Mir6974	83
ENSMUSG00000042419.8	Nfkbil1	1447
ENSMUSG00000081650.1	Gm16181	567
ENSMUSG00000024403.16	Atp6v1g2	1882
ENSMUSG00000019432.15	Ddx39b	2848
ENSMUSG00000075770.1	Gm22589	77
ENSMUSG00000098499.1	Mir6975	61
ENSMUSG00000065273.1	Gm25128	76
ENSMUSG00000098269.1	Mir8094	117
ENSMUSG00000073411.11	H2-D1	2102
ENSMUSG00000092444.1	Gm18733	856
ENSMUSG00000092438.1	Gm18734	808
ENSMUSG00000079507.10	H2-Q1	2860
ENSMUSG00000091655.3	Gm8741	384
ENSMUSG00000091705.8	H2-Q2	1262
ENSMUSG00000092253.1	H2-Q3	608
ENSMUSG00000079505.2	Gm11131	3122
ENSMUSG00000035929.11	H2-Q4	2596
ENSMUSG00000055413.12	H2-Q5	1156
ENSMUSG00000092560.2	Gm8750	1537
ENSMUSG00000073409.12	H2-Q6	2085
ENSMUSG00000060550.16	H2-Q7	4209
ENSMUSG00000092278.1	Gm8752	1694
ENSMUSG00000067235.14	H2-Q10	4328
ENSMUSG00000024406.16	Pou5f1	1362
ENSMUSG00000093516.1	Gm19553	494
ENSMUSG00000050410.15	Tcf19	1732
ENSMUSG00000040312.14	Cchcr1	3054
ENSMUSG00000024409.8	Psors1c2	843
ENSMUSG00000039518.7	Cdsn	2678
ENSMUSG00000092409.1	Gm9613	196
ENSMUSG00000039269.5	2300002M23Rik	1446
ENSMUSG00000090509.2	Sfta2	694
ENSMUSG00000090588.2	Gm9573	5231
ENSMUSG00000073408.2	Mucl3	2611
ENSMUSG00000092389.2	Gm20483	851
ENSMUSG00000038838.15	Vars2	4425
ENSMUSG00000001524.14	Gtf2h4	1679
ENSMUSG00000003534.17	Ddr1	3874
ENSMUSG00000093921.1	Gm23864	107
ENSMUSG00000086867.1	Gm4577	716
ENSMUSG00000092219.1	Gm20443	735
ENSMUSG00000092600.1	Gm20442	492
ENSMUSG00000092171.1	4833427F10Rik	1475
ENSMUSG00000003541.6	Ier3	1131
ENSMUSG00000059714.13	Flot1	1825
ENSMUSG00000001525.10	Tubb5	2649
ENSMUSG00000061607.15	Mdc1	7335
ENSMUSG00000087443.1	Ppp1r18os	784
ENSMUSG00000059791.14	Nrm	1466
ENSMUSG00000034595.17	Ppp1r18	3524
ENSMUSG00000098716.1	Gm28033	96
ENSMUSG00000024422.14	Dhx16	3351
ENSMUSG00000050705.15	2310061I04Rik	2081
ENSMUSG00000084998.1	Gm16279	2945
ENSMUSG00000024426.17	Atat1	2034
ENSMUSG00000024436.16	Mrps18b	1079
ENSMUSG00000039220.16	Ppp1r10	4255
ENSMUSG00000084751.1	Mir1894	81
ENSMUSG00000049832.6	Rbx1-ps	327
ENSMUSG00000092284.1	Gm8801	1064
ENSMUSG00000038762.15	Abcf1	3161
ENSMUSG00000077931.1	Mir877	85
ENSMUSG00000038500.15	Prr3	2727
ENSMUSG00000024429.9	Gnl1	2848
ENSMUSG00000092604.1	Gm20508	487
ENSMUSG00000092368.1	A930015D03Rik	1111
ENSMUSG00000053835.17	H2-T24	2182
ENSMUSG00000067212.8	H2-T23	2642
ENSMUSG00000056116.18	H2-T22	3062
ENSMUSG00000073407.1	Gm6034	1633
ENSMUSG00000079492.2	Gm11127	1344
ENSMUSG00000091373.4	Gm8810	754
ENSMUSG00000073406.10	H2-Bl	1138
ENSMUSG00000092304.2	Gm20530	254
ENSMUSG00000092224.2	Gm8815	620
ENSMUSG00000073405.6	H2-T-ps	1067
ENSMUSG00000092243.8	Gm7030	913
ENSMUSG00000092365.2	BC023719	978
ENSMUSG00000079491.9	H2-T10	3389
ENSMUSG00000092277.1	Gm19684	1611
ENSMUSG00000073980.5	Gm9574	845
ENSMUSG00000073403.11	Gm10499	1698
ENSMUSG00000038311.13	2410017I17Rik	2053
ENSMUSG00000092366.2	Gm17782	880
ENSMUSG00000092289.1	Gm6659	547
ENSMUSG00000073402.11	Gm8909	1428
ENSMUSG00000092474.1	Gm20478	1031
ENSMUSG00000092374.1	Gm6623	544
ENSMUSG00000092480.1	Gm20495	235
ENSMUSG00000054128.16	H2-T3	2312
ENSMUSG00000092240.1	Gm4246	216
ENSMUSG00000092306.3	Gm20447	599
ENSMUSG00000092457.3	Gm8835	1169
ENSMUSG00000092265.2	Gm5682	505
ENSMUSG00000092362.3	Gm20392	701
ENSMUSG00000101932.1	Gm10074	249
ENSMUSG00000092428.1	Gm20545	210
ENSMUSG00000101756.1	Gm29402	40
ENSMUSG00000092612.2	Gm18604	558
ENSMUSG00000092363.1	Gm20391	106
ENSMUSG00000084750.1	Gm22453	318
ENSMUSG00000092502.1	Gm4252	313
ENSMUSG00000092392.1	Gm20546	1889
ENSMUSG00000092317.1	Gm6633	270
ENSMUSG00000024446.13	Rpp21	729
ENSMUSG00000045409.16	Trim39	4718
ENSMUSG00000023083.7	H2-M10.2	1113
ENSMUSG00000024448.14	H2-M10.1	1394
ENSMUSG00000058124.4	H2-M10.3	1593
ENSMUSG00000092555.1	Stk-ps1	1074
ENSMUSG00000092508.1	H2-M10.5-ps1	939
ENSMUSG00000092231.1	Lgals1-ps1	368
ENSMUSG00000092437.1	Rpl9-ps9	573
ENSMUSG00000044538.10	Obox3-ps8	960
ENSMUSG00000048231.14	H2-M10.4	1410
ENSMUSG00000092290.1	Gm20452	513
ENSMUSG00000092493.1	Gm20451	273
ENSMUSG00000092296.1	Gm20454	221
ENSMUSG00000092414.1	Gm20453	226
ENSMUSG00000037537.6	H2-M11	1006
ENSMUSG00000092332.1	Gm8868	577
ENSMUSG00000092606.1	Gm20450	147
ENSMUSG00000067201.11	H2-M9	1125
ENSMUSG00000092485.1	Rpl9-ps5	571
ENSMUSG00000037334.2	H2-M1	1057
ENSMUSG00000092298.1	Gm8877	655
ENSMUSG00000092377.1	Gm20549	429
ENSMUSG00000092172.1	Gm20523	1124
ENSMUSG00000092343.1	Gm20525	48
ENSMUSG00000092435.1	Gm20526	158
ENSMUSG00000092521.2	Gm4271	973
ENSMUSG00000092385.1	Gm20401	212
ENSMUSG00000092460.1	Gm8878	1725
ENSMUSG00000037246.6	H2-M10.5	1383
ENSMUSG00000037130.4	H2-M10.6	1407
ENSMUSG00000024457.16	Trim26	4338
ENSMUSG00000065651.1	Gm25973	127
ENSMUSG00000050747.14	Trim15	1843
ENSMUSG00000073400.6	Trim10	2245
ENSMUSG00000073399.9	Trim40	2117
ENSMUSG00000058063.4	Trim31	2257
ENSMUSG00000092239.1	1700031A10Rik	656
ENSMUSG00000036492.12	Rnf39	1579
ENSMUSG00000036398.13	Ppp1r11	1599
ENSMUSG00000036315.13	Znrd1	742
ENSMUSG00000036214.14	Znrd1as	1218
ENSMUSG00000099318.1	Gm27735	76
ENSMUSG00000083534.1	H2-M6-ps	1034
ENSMUSG00000064308.10	2410137M14Rik	865
ENSMUSG00000024459.18	H2-M5	2459
ENSMUSG00000036036.15	Zfp57	2597
ENSMUSG00000076439.12	Mog	1704
ENSMUSG00000088819.1	Gm22388	248
ENSMUSG00000024462.17	Gabbr1	5248
ENSMUSG00000056600.4	Olfr90	3188
ENSMUSG00000095377.2	Olfr91	3832
ENSMUSG00000096477.2	Olfr92	2115
ENSMUSG00000092339.1	Gm4831	594
ENSMUSG00000092223.1	Gm19807	667
ENSMUSG00000091601.3	Olfr93	2929
ENSMUSG00000092408.1	Vhl-ps1	597
ENSMUSG00000090556.5	Olfr753-ps1	3121
ENSMUSG00000092270.1	Gm7031	919
ENSMUSG00000035186.6	Ubd	931
ENSMUSG00000043827.9	Olfr94	1611
ENSMUSG00000049561.9	Olfr95	5129
ENSMUSG00000064121.4	Olfr96	2161
ENSMUSG00000058802.5	Olfr97	2168
ENSMUSG00000092591.1	Gm20429	820
ENSMUSG00000092340.3	Olfr754-ps1	911
ENSMUSG00000063660.4	Olfr98	1039
ENSMUSG00000084425.1	Gm25104	163
ENSMUSG00000016206.6	H2-M3	1438
ENSMUSG00000092556.2	Olfr755-ps1	910
ENSMUSG00000061972.3	Olfr99	1778
ENSMUSG00000092524.3	Olfr756-ps1	928
ENSMUSG00000092077.2	Olfr101	2989
ENSMUSG00000091531.2	Olfr102	2783
ENSMUSG00000049618.6	Olfr103	3079
ENSMUSG00000095858.4	Olfr104-ps	3622
ENSMUSG00000092542.2	Olfr757-ps1	413
ENSMUSG00000094884.3	Olfr105-ps	3778
ENSMUSG00000092396.2	Olfr758-ps1	841
ENSMUSG00000095603.4	Olfr106-ps	1791
ENSMUSG00000063188.4	Olfr107	4021
ENSMUSG00000092568.2	Olfr759-ps1	700
ENSMUSG00000092477.1	Gm18808	462
ENSMUSG00000059687.4	Olfr108	1038
ENSMUSG00000092601.2	Olfr760-ps1	748
ENSMUSG00000029184.5	Olfr109	5861
ENSMUSG00000016283.13	H2-M2	1550
ENSMUSG00000090894.4	Olfr110	1721
ENSMUSG00000090675.2	Olfr111	2620
ENSMUSG00000051611.9	Olfr112	3558
ENSMUSG00000092292.3	Olfr113	1671
ENSMUSG00000062629.4	Olfr114	1457
ENSMUSG00000109188.1	Gm18213	178
ENSMUSG00000092413.5	Olfr115	2295
ENSMUSG00000061336.3	Olfr116	4477
ENSMUSG00000095286.3	Olfr117	3498
ENSMUSG00000080990.2	Olfr118	1772
ENSMUSG00000059964.9	Olfr119	1722
ENSMUSG00000067189.5	Gm7335	373
ENSMUSG00000063994.5	Olfr120	1625
ENSMUSG00000060017.8	Olfr121	1494
ENSMUSG00000083947.5	Olfr122	2224
ENSMUSG00000109185.1	Gm18268	943
ENSMUSG00000045202.6	Olfr123	2883
ENSMUSG00000044985.6	Olfr124	4497
ENSMUSG00000050613.5	Olfr125	3835
ENSMUSG00000092269.1	Gm9577	2620
ENSMUSG00000109212.3	Olfr126	1958
ENSMUSG00000092458.1	Gm18737	937
ENSMUSG00000092468.1	Gm18520	658
ENSMUSG00000058114.3	Olfr127	3733
ENSMUSG00000059030.5	Olfr128	3644
ENSMUSG00000092295.1	Gm20543	726
ENSMUSG00000092513.1	Gm20542	372
ENSMUSG00000092186.1	Gm5967	494
ENSMUSG00000109376.1	Olfr761	1029
ENSMUSG00000092213.1	Gm18522	650
ENSMUSG00000092390.1	Gm20541	1406
ENSMUSG00000081724.4	Olfr129	5275
ENSMUSG00000094878.2	Olfr130	5959
ENSMUSG00000092461.1	Gm18833	862
ENSMUSG00000043312.6	Olfr131	1714
ENSMUSG00000067186.2	Olfr132	1913
ENSMUSG00000063240.6	Olfr133	3130
ENSMUSG00000096009.2	Olfr134	1670
ENSMUSG00000057801.3	Olfr135	2917
ENSMUSG00000057443.13	Olfr138	1865
ENSMUSG00000054940.6	Olfr137	2514
ENSMUSG00000092615.2	Olfr762-ps1	927
ENSMUSG00000096840.3	Olfr136	2534
ENSMUSG00000117177.1	Gm49810	207
ENSMUSG00000117135.1	Gm49811	115
ENSMUSG00000092322.8	Esp36	1117
ENSMUSG00000092566.1	Gm20409	130
ENSMUSG00000092316.1	Gm6726	681
ENSMUSG00000117127.1	Gm49812	300
ENSMUSG00000092244.3	Esp34	1413
ENSMUSG00000117214.1	Gm49813	371
ENSMUSG00000117213.1	Gm49814	297
ENSMUSG00000092342.2	Esp31	1311
ENSMUSG00000117273.1	Gm49815	198
ENSMUSG00000117331.1	Gm49816	298
ENSMUSG00000117260.1	Gm49818	285
ENSMUSG00000117067.1	Gm49819	346
ENSMUSG00000117151.1	Gm49820	240
ENSMUSG00000117293.1	Gm49821	429
ENSMUSG00000117043.1	Gm49822	144
ENSMUSG00000117196.1	Gm49823	137
ENSMUSG00000117330.1	Gm49824	87
ENSMUSG00000117005.1	Gm49825	391
ENSMUSG00000117021.1	Gm49826	122
ENSMUSG00000095625.2	Esp24	433
ENSMUSG00000094168.1	Gm21903	90
ENSMUSG00000096697.1	Esp23	646
ENSMUSG00000117311.1	Esp22	336
ENSMUSG00000117207.1	Gm18784	1218
ENSMUSG00000117240.1	Gm49827	294
ENSMUSG00000117277.1	Gm49828	218
ENSMUSG00000117236.1	Gm49829	252
ENSMUSG00000117267.1	Gm49830	198
ENSMUSG00000094024.1	Esp18	1257
ENSMUSG00000117024.1	Gm49831	243
ENSMUSG00000095880.1	Gm26429	110
ENSMUSG00000096345.1	Esp16	1243
ENSMUSG00000117165.1	Gm49832	177
ENSMUSG00000095104.2	Esp15	1171
